Name,Symbol
Indus Towers Limited,INDUSTOWER
Innova Captab Limited,INNOVACAP
Inox Green Energy Services Limited,INOXGREEN
INOX India Limited,INOXINDIA
Interarch Building Products Limited,INTERARCH
International Conveyors Limited,INTLCONV
ION Exchange (India) Limited,IONEXCHANG
India Pesticides Limited,IPL
Indian Railway Catering And Tourism Corporation Limited,IRCTC
Indian Renewable Energy Development Agency Limited,IREDA
Indian Railway Finance Corporation Limited,IRFC
Iris Business Services Limited,IRIS
Iris Clothings Limited-RE,IRIS-RE
IRM Energy Limited,IRMENERGY
Isgec Heavy Engineering Limited,ISGEC
Ishan Dyes and Chemicals Limited,ISHANCH
ITC Hotels Limited,ITCHOTELS
Inox Wind Energy Limited,IWEL
Le Travenues Technology Limited,IXIGO
Nandani Creation Limited,JAIPURKURT
Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC
J.G.Chemicals Limited,JGCHEM
Jio Financial Services Limited,JIOFIN
Jain Irrigation Systems Limited,JISLDVREQS
Jupiter Life Line Hospitals Limited,JLHL
JNK India Limited,JNKINDIA
Jana Small Finance Bank Limited,JSFB
JSW Infrastructure Limited,JSWINFRA
JTL INDUSTRIES LIMITED,JTLIND
Jubilant Agri and Consumer Products Limited,JUBLCPL
Jubilant Ingrevia Limited,JUBLINGREA
Jubilant Pharmova Limited,JUBLPHARMA
Juniper Hotels Limited,JUNIPER
Jupiter Wagons Limited,JWL
Jyoti CNC Automation Limited,JYOTICNC
Sai Silks (Kalamandir) Limited,KALAMANDIR
Kalyan Jewellers India Limited,KALYANKJIL
Kamdhenu Ventures Limited,KAMOPAINTS
Kanpur Plastipack Limited,KANPRPLA
Kapston Services Limited,KAPSTON
Kavveri Telecom Products Limited,KAVVERITEL
Kaynes Technology India Limited,KAYNES
KBC Global Limited,KBCGLOBAL
DSJ Keep Learning Limited,KEEPLEARN
Kfin Technologies Limited,KFINTECH
Khaitan Chemicals & Fertilizers Limited,KHAICHEM
Khaitan (India) Limited,KHAITANLTD
Krishna Institute of Medical Sciences Limited,KIMS
Kirloskar Pneumatic Company Limited,KIRLPNU
Knowledge Marine & Engineering Works Limited,KMEW
Kolte - Patil Developers Limited,KOLTEPATIL
K.P. Energy Limited,KPEL
KPI Green Energy Limited,KPIGREEN
Kalpataru Projects International Limited,KPIL
Kriti Industries (India) Limited,KRITI
Kriti Nutrients Limited,KRITINUT
KRN Heat Exchanger and Refrigeration Limited,KRN
Kronox Lab Sciences Limited,KRONOX
Kross Limited,KROSS
Krsnaa Diagnostics Limited,KRSNAA
Krystal Integrated Services Limited,KRYSTAL
Ksolves India Limited,KSOLVES
Lorenzini Apparels Limited,LAL
Lancor Holdings Limited,LANCORHOL
Landmark Cars Limited,LANDMARK
Latent View Analytics Limited,LATENTVIEW
Laxmi Dental Limited,LAXMIDENTL
LCC Infotech Limited,LCCINFOTEC
Laxmi Goldorna House Limited,LGHL
Libas Consumer Products Limited,LIBAS
Life Insurance Corporation Of India,LICI
Linc Limited,LINC
LLOYDS ENGINEERING WORKS LIMITED,LLOYDSENGG
Lloyds Enterprises Limited,LLOYDSENT
Lloyds Metals And Energy Limited,LLOYDSME
LMW Limited,LMW
Macrotech Developers Limited,LODHA
Lords Chloro Alkali Limited,LORDSCHLO
Loyal Textile Mills Limited,LOYALTEX
L&T Finance Limited,LTF
LT Foods Limited,LTFOODS
LTIMindtree Limited,LTIM
Laxmi Organic Industries Limited,LXCHEM
Mallcom (India) Limited,MALLCOM
Mamata Machinery Limited,MAMATA
Manba Finance Limited,MANBA
Mangal Credit and Fincorp Limited,MANCREDIT
Mankind Pharma Limited,MANKIND
Manomay Tex India Limited,MANOMAY
Manorama Industries Limited,MANORAMA
Mangalam Organics Limited,MANORG
Vedant Fashions Limited,MANYAVAR
C.E. Info Systems Limited,MAPMYINDIA
Master Trust Limited,MASTERTR
Matrimony.Com Limited,MATRIMONY
Max Estates Limited,MAXESTATES
Max India Limited,MAXIND
MBL Infrastructure Limited,MBLINFRA
Magellanic Cloud Limited,MCLOUD
Multi Commodity Exchange of India Limited,MCX
Global Health Limited,MEDANTA
Medi Assist Healthcare Services Limited,MEDIASSIST
Medicamen Biotech Limited,MEDICAMEQ
Medico Remedies Limited,MEDICO
Medplus Health Services Limited,MEDPLUS
Megastar Foods Limited,MEGASTAR
Metro Brands Limited,METROBRAND
Mahalaxmi Fabric Mills Limited,MFML
Mahalaxmi Rubtech Limited,MHLXMIRU
MIC Electronics Limited,MICEL
One Mobikwik Systems Limited,MOBIKWIK
MODISON LIMITED,MODISONLTD
Modern Threads (India) Limited,MODTHREAD
Meghmani Organics Limited,MOL
Monarch Networth Capital Limited,MONARCH
Moschip Technologies Limited,MOSCHIP
Samvardhana Motherson International Limited,MOTHERSON
Motisons Jewellers Limited,MOTISONS
Mstc Limited,MSTCLTD
Motherson Sumi Wiring India Limited,MSUMI
Mtar Technologies Limited,MTARTECH
Mufin Green Finance Limited,MUFIN
Credo Brands Marketing Limited,MUFTI
Mukka Proteins Limited,MUKKA
Muthoot Microfin Limited,MUTHOOTMF
Manoj Vaibhav Gems N Jewellers Limited,MVGJL
Natural Capsules Limited,NATCAPSUQ
NAVA LIMITED,NAVA
Navkar Urbanstructure Limited,NAVKARURB
Nazara Technologies Limited,NAZARA
NDL Ventures Limited,NDLVENTURE
Ndr Auto Components Limited,NDRAUTO
Nestle India Limited,NESTLEIND
Netweb Technologies India Limited,NETWEB
Nakoda Group of Industries Limited,NGIL
NGL Fine-Chem Limited,NGLFINE
NIBE Limited,NIBE
NIIT Learning Systems Limited,NIITMTS
NINtec Systems Limited,NINSYS
Niraj Cement Structurals Limited,NIRAJ
Niva Bupa Health Insurance Company Limited,NIVABUPA
Northern Arc Capital Limited,NORTHARC
Nova Agritech Limited,NOVAAGRI
Nupur Recyclers Limited,NRL
NMDC Steel Limited,NSLNISP
NTPC Green Energy Limited,NTPCGREEN
Nureca Limited,NURECA
Nuvama Wealth Management Limited,NUVAMA
Nuvoco Vistas Corporation Limited,NUVOCO
FSN E-Commerce Ventures Limited,NYKAA
Orissa Bengal Carrier Limited,OBCL
OCCL Limited,OCCLLTD
Odigma Consultancy Solutions Limited,ODIGMA
Ola Electric Mobility Limited,OLAELEC
OM INFRA LIMITED,OMINFRAL
Onesource Specialty Pharma Limited,ONESOURCE
Orchasp Limited,ORCHASP
Orchid Pharma Limited,ORCHPHARMA
ORIENT CERATECH LIMITED,ORIENTCER
Orient Technologies Limited,ORIENTTECH
ORTIN GLOBAL LIMITED,ORTINGLOBE
Oswal Greentech Limited,OSWALGREEN
PAKKA LIMITED,PAKKA
Par Drugs And Chemicals Limited,PAR
Paradeep Phosphates Limited,PARADEEP
Paras Defence and Space Technologies Limited,PARAS
Paras Petrofils Limited,PARASPETRO
Apeejay Surrendra Park Hotels Limited,PARKHOTELS
Pasupati Acrylon Limited,PASUPTAC
Patanjali Foods Limited,PATANJALI
Pavna Industries Limited,PAVNAIND
One 97 Communications Limited,PAYTM
PCBL Chemical Limited,PCBL
PDS Limited,PDSL
PIL ITALICA LIFESTYLE LIMITED,PILITA
Pix Transmissions Limited,PIXTRANS
Platinum Industries Limited,PLATIND
Plaza Wires Limited,PLAZACABLE
P N Gadgil Jewellers Limited,PNGJL
Pondy Oxides & Chemicals Limited,POCL
PB Fintech Limited,POLICYBZR
Poonawalla Fincorp Limited,POONAWALLA
Hitachi Energy India Limited,POWERINDIA
Piramal Pharma Limited,PPLPHARMA
Prabha Energy Limited,PRABHA
Precot Limited,PRECOT
Premier Energies Limited,PREMIERENE
Pritika Auto Industries Limited,PRITIKAUTO
Privi Speciality Chemicals Limited,PRIVISCL
Protean eGov Technologies Limited,PROTEAN
Prozone Realty Limited,PROZONER
Prudent Corporate Advisory Services Limited,PRUDENT
Prudential Sugar Corporation Limited,PRUDMOULI
PTC Industries Limited,PTCIL
PVP Ventures Limited,PVP
PVR INOX Limited,PVRINOX
Popular Vehicles and Services Limited,PVSL
Pyramid Technoplast Limited,PYRAMID
Quality Power Electrical Equipments Limited,QPOWER
Quadrant Future Tek Limited,QUADFUTURE
Race Eco Chain Limited,RACE
RACL Geartech Limited,RACLGEAR
Radhika Jeweltech Limited,RADHIKAJWE
Radiant Cash Management Services Limited,RADIANTCMS
Railtel Corporation Of India Limited,RAILTEL
Rainbow Childrens Medicare Limited,RAINBOW
Rajratan Global Wire Limited,RAJRATAN
Raj Rayon Industries Limited,RAJRILTD
Rama Phosphates Limited,RAMAPHO
Ram Ratna Wires Limited,RAMRAT
Rategain Travel Technologies Limited,RATEGAIN
Ratnaveer Precision Engineering Limited,RATNAVEER
Raymond Lifestyle Limited,RAYMONDLSL
Restaurant Brands Asia Limited,RBA
RBZ Jewellers Limited,RBZJEWEL
Redington Limited,REDINGTON
Redtape Limited,REDTAPE
Regency Ceramics Limited,REGENCERAM
Reliance Chemotex Industries Limited,RELCHEMQ
Ravindra Energy Limited,RELTD
JHS Svendgaard Retail Ventures Limited,RETAIL
RHI MAGNESITA INDIA LIMITED,RHIM
Robust Hotels Limited,RHL
Rishabh Instruments Limited,RISHABH
Ritco Logistics Limited,RITCO
R K Swamy Limited,RKSWAMY
Rolex Rings Limited,ROLEXRINGS
Raj Oil Mills Limited,ROML
Rossell Techsys Limited,ROSSTECH
Roto Pumps Limited,ROTO
ROUTE MOBILE LIMITED,ROUTE
Raghav Productivity Enhancers Limited,RPEL
RPSG VENTURES LIMITED,RPSGVENT
Rashi Peripherals Limited,RPTECH
R R Kabel Limited,RRKABEL
RattanIndia Enterprises Limited,RTNINDIA
Rubfila International Limited,RUBFILA
Keystone Realtors Limited,RUSTOMJEE
Ravinder Heights Limited,RVHL
Revathi Equipment India Limited,RVTH
Sri Adhikari Brothers Television Network Limited,SABTNL
Sadhana Nitrochem Limited,SADHNANIQ
Sagility India Limited,SAGILITY
Sah Polymers Limited,SAH
Sahyadri Industries Limited,SAHYADRI
Sai Life Sciences Limited,SAILIFE
Samhi Hotels Limited,SAMHI
Sammaan Capital Limited,SAMMAANCAP
Sampann Utpadan India Limited,SAMPANN
Sanathan Textiles Limited,SANATHAN
Sandur Manganese & Iron Ores Limited,SANDUMA
Sanofi Consumer Healthcare India Limited,SANOFICONR
Sansera Engineering Limited,SANSERA
Sanstar Limited,SANSTAR
Sapphire Foods India Limited,SAPPHIRE
Sat Industries Limited,SATINDLTD
Saurashtra Cement Limited,SAURASHCEM
SBC Exports Limited,SBC
Shivalik Bimetal Controls Limited,SBCL
SBFC Finance Limited,SBFC
Suratwwala Business Group Limited,SBGLP
Shipping Corporation Of India Limited,SCI
Shipping Corporation of India Land and Assets Limited,SCILAL
Sheetal Cool Products Limited,SCPL
SecMark Consultancy Limited,SECMARK
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD
Sejal Glass Limited,SEJALLTD
SEL Manufacturing Company Limited,SELMC
SEMAC CONSULTANTS LIMITED,SEMAC
Senco Gold Limited,SENCO
Senores Pharmaceuticals Limited,SENORES
SEPC Limited,SEPC
Servotech Renewable Power System Limited,SERVOTECH
Synergy Green Industries Limited,SGIL
Standard Glass Lining Technology Limited,SGLTL
Shah Metacorp Limited,SHAH
Shaily Engineering Plastics Limited,SHAILY
Shakti Pumps (India) Limited,SHAKTIPUMP
Share India Securities Limited,SHAREINDIA
Shekhawati Industries Limited,SHEKHAWATI
Shivalik Rasayan Limited,SHIVALIK
SHREE CEMENT LIMITED,SHREECEM
Shriram Finance Limited,SHRIRAMFIN
Shriram Properties Limited,SHRIRAMPPS
Shyam Metalics and Energy Limited,SHYAMMETL
Sical Logistics Limited,SICALLOG
Sigachi Industries Limited,SIGACHI
Sigma Solve Limited,SIGMA
Signatureglobal (India) Limited,SIGNATURE
Signpost India Limited,SIGNPOST
Sinclairs Hotels Limited,SINCLAIR
Sindhu Trade Links Limited,SINDHUTRAD
SIS LIMITED,SIS
S.J.S. Enterprises Limited,SJS
Sky Gold Limited,SKYGOLD
SMC Global Securities Limited,SMCGLOBAL
Sarthak Metals Limited,SMLT
Sona BLW Precision Forgings Limited,SONACOMS
SONAM LIMITED,SONAMLTD
Southern Petrochemicals Industries Corporation  Limited,SPIC
Supreme Petrochem Limited,SPLPETRO
Sportking India Limited,SPORTKING
Shankar Lal Rampal Dye-Chem Limited,SRD
SRG Housing Finance Limited,SRGHFL
SRM Contractors Limited,SRM
Saraswati Saree Depot Limited,SSDL
Stallion India Fluorochemicals Limited,STALLION
Stanley Lifestyles Limited,STANLEY
Star Health and Allied Insurance Company Limited,STARHEALTH
Starteck Finance Limited,STARTECK
Steelcast Limited,STEELCAS
STEEL EXCHANGE INDIA LIMITED,STEELXIND
Sterlite Technologies Limited,STLTECH
Stove Kraft Limited,STOVEKRAFT
Stylam Industries Limited,STYLAMIND
Baazar Style Retail Limited,STYLEBAAZA
Styrenix Performance Materials Limited,STYRENIX
Sukhjit Starch & Chemicals Limited,SUKHJITS
Sula Vineyards Limited,SULA
Sundaram Clayton Limited,SUNCLAY
Sunteck Realty Limited,SUNTECK
Supreme Holdings & Hospitality (India) Limited,SUPREME
Supriya Lifescience Limited,SUPRIYA
Suraj Estate Developers Limited,SURAJEST
Suraj Limited,SURAJLTD
Suraksha Diagnostic Limited,SURAKSHA
Suryoday Small Finance Bank Limited,SURYODAY
Suumaya Industries Limited,SUULD
Suvidhaa Infoserve Limited,SUVIDHAA
Suyog Telematics Limited,SUYOG
SVP GLOBAL TEXTILES LIMITED,SVPGLOB
Swiggy Limited,SWIGGY
Sterling and Wilson Renewable Energy Limited,SWSOLAR
Syncom Formulations (India) Limited,SYNCOMF
Syrma SGS Technology Limited,SYRMA
Tanla Platforms Limited,TANLA
Tara Chand InfraLogistic Solutions Limited,TARACHAND
Tarapur Transformers Limited,TARAPUR
TARC Limited,TARC
Transformers And Rectifiers (India) Limited,TARIL
Tarsons Products Limited,TARSONS
TATA CONSUMER PRODUCTS LIMITED,TATACONSUM
Tata Technologies Limited,TATATECH
Tatva Chintan Pharma Chem Limited,TATVA
TBO Tek Limited,TBOTEK
TECIL Chemicals and Hydro Power Limited,TECILCHEM
Tega Industries Limited,TEGA
Tembo Global Industries Limited,TEMBO
Thomas Cook  (India)  Limited,THOMASCOOK
Twamev Construction and Infrastructure Limited,TICL
Tips Films Limited,TIPSFILMS
Tips Music Limited,TIPSMUSIC
TITAGARH RAIL SYSTEMS LIMITED,TITAGARH
Tamilnad Mercantile Bank Limited,TMB
Tamilnadu PetroProducts Limited,TNPETRO
Tamilnadu Telecommunication Limited,TNTELE
Tolins Tyres Limited,TOLINS
Teamo Productions HQ Limited,TPHQ
Tracxn Technologies Limited,TRACXN
Transrail Lighting Limited,TRANSRAILL
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD
TREJHARA SOLUTIONS LIMITED,TREJHARA
Transindia Real Estate Limited,TREL
TruCap Finance Limited,TRU
TVS Holdings Limited,TVSHLTD
TVS Supply Chain Solutions Limited,TVSSCS
UCAL LIMITED,UCAL
Udaipur Cement Works Limited,UDAICEMENT
Updater Services Limited,UDS
Ugro Capital Limited,UGROCAP
Uma Exports Limited,UMAEXPORTS
United Drilling Tools Limited,UNIDT
Unicommerce Esolutions Limited,UNIECOM
Unimech Aerospace and Manufacturing Limited,UNIMECH
Uniparts India Limited,UNIPARTS
United Spirits Limited,UNITDSPR
UNO Minda Limited,UNOMINDA
Uravi Defence and Technology Limited,URAVIDEF
Udayshivakumar Infra Limited,USK
Utkarsh Small Finance Bank Limited,UTKARSHBNK
U. Y. Fincorp Limited,UYFINCORP
Valiant Laboratories Limited,VALIANTLAB
Valiant Organics Limited,VALIANTORG
Veedol Corporation Limited,VEEDOL
Ventive Hospitality Limited,VENTIVE
Venus Pipes & Tubes Limited,VENUSPIPES
Veranda Learning Solutions Limited,VERANDA
Vertoz Limited,VERTOZ
Viceroy Hotels Limited,VHLTD
Vijaya Diagnostic Centre Limited,VIJAYA
Vikas Lifecare Limited,VIKASLIFE
Vintage Coffee And Beverages Limited,VINCOFE
Vineet Laboratories Limited,VINEETLAB
Virinchi Limited,VIRINCHI
VL E-Governance & IT Solutions Limited,VLEGOV
Vishal Mega Mart Limited,VMM
Vishnu Prakash R Punglia Limited,VPRPL
Vraj Iron and Steel Limited,VRAJ
Vibhor Steel Tubes Limited,VSTL
V.S.T Tillers Tractors Limited,VSTTILLERS
Waaree Energies Limited,WAAREEENER
Western Carriers (India) Limited,WCIL
Wonder Electricals Limited,WEL
Welspun Living Limited,WELSPUNLIV
WESTLIFE FOODWORLD LIMITED,WESTLIFE
WE WIN LIMITED,WEWIN
Windlas Biotech Limited,WINDLAS
Winsome Yarns Limited,WINSOME
Xtglobal Infotech Limited,XTGLOBAL
Yaari Digital Integrated Services Limited,YAARI
Yasho Industries Limited,YASHO
Yatharth Hospital & Trauma Care Services Limited,YATHARTH
Yatra Online Limited,YATRA
Yuken India Limited,YUKEN
Zaggle Prepaid Ocean Services Limited,ZAGGLE
Zenith Steel Pipes & Industries Limited,ZENITHSTL
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA
Zim Laboratories Limited,ZIMLAB
Zomato Limited,ZOMATO
Zota Health Care LImited,ZOTA
ZUARI INDUSTRIES LIMITED,ZUARIIND
Zydus Lifesciences Limited,ZYDUSLIFE
